3228|336,75|33,675|303,075
3239|7100|710|6390
3267|2250|225|2025
3268|624|62,4|561,6
3269|223,5|22,35|201,15
3273|64,9875|6,49875|58,48875
3315|4418,475|441,8475|3976,6275
3335|562,4925|56,24925|506,24325
3348|747,675|74,7675|672,9075
3354|129,975|12,9975|116,9775
3355|64,9875|6,49875|58,48875
3356|114,75|11,475|103,275
3357|64,9875|6,49875|58,48875
3358|64,9875|6,49875|58,48875
3359|99,5|9,95|89,55
3360|129,975|12,9975|116,9775
3361|64,9875|6,49875|58,48875
3372|33130,5|3313,05|29817,45
3383|367|36,7|330,3
3415|725,25|72,525|652,725
3416|702,75|70,275|632,475
3417|702,75|70,275|632,475
3419|357,75|35,775|321,975
3445|19852,9425|1985,29425|17867,64825
3446|19852,9425|1985,29425|17867,64825
3449|7636,2525|763,62525|6872,62725
3450|9306,2325|930,62325|8375,60925
3451|1642,5|164,25|1478,25
3473|270|27|243
3479|12320,25|1232,025|11088,225
3480|12320,25|1232,025|11088,225
3521|375|37,5|337,5
3531|357,75|35,775|321,975
3534|702,75|70,275|632,475
3535|373,5|37,35|336,15
3542|637,425|63,7425|573,6825
3570|26250|2625|23625
3584|25801,5|2580,15|23221,35
3586|75|7,5|67,5
3587|189,9975|18,99975|170,99775
3592|75|7,5|67,5
3593|75|7,5|67,5
3600|189,9975|18,99975|170,99775
3602|117|11,7|105,3
3605|22000,5|2200,05|19800,45
3609|875|87,5|787,5
3610|875|87,5|787,5
3616|55|5,5|49,5
3619|2696,77|269,677|2427,093
3620|3446,25|344,625|3101,625
3621|1000|100|900
3622|1000|100|900
3646|34642,5|3464,25|31178,25
3647|34642,5|3464,25|31178,25
3650|11000,0025|1100,00025|9900,00225
3667|790,4325|79,04325|711,38925
3675|434,25|43,425|390,825
3676|144,75|14,475|130,275
3678|129,975|12,9975|116,9775
3698|487,425|48,7425|438,6825
3700|1000|100|900
3703|934,2825|93,42825|840,85425
3717|7191,75|719,175|6472,575
3718|3291,96|329,196|2962,764
3720|367,5|36,75|330,75
3725|9861,75|986,175|8875,575
3726|10674,375|1067,4375|9606,9375
3733|1309,5|130,95|1178,55
3738|434,25|43,425|390,825
3740|434,25|43,425|390,825
3741|13,8075|1,38075|12,42675
3742|4875|487,5|4387,5
3747|10425|1042,5|9382,5
3756|2102,25|210,225|1892,025
3762|214,08|21,408|192,672
